iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
86,51600000,5.2380555555555555,3600,132.54063759884627,4526.9134875900345,1720000,5.152,125,424.1996537856099,47.147610379965045
87,52200000,2.8935014888772113,5709,131.86720554115192,4550.031962365028,1740000,5.19672131147541,122,394.47672937162815,50.70007559598889
88,52800000,5.194819212088505,3706,129.02923828594956,4650.108827817021,1760000,6.514563106796117,103,416.9225143817283,47.97054442996159
89,53400000,4.751883475640382,3982,131.1803829065139,4573.854616872035,1780000,6.547169811320755,106,422.3684654386166,47.35201994597446
90,54000000,5.071447829603667,3709,134.04149371635427,4476.22585637297,1800000,6.7254901960784315,102,427.2979166181527,46.80575126199983
91,54600000,5.335441297772889,3637,133.66660565739184,4488.7801036699675,1820000,5.283333333333333,120,420.78828757527936,47.529840041999705
92,55200000,5.630602340850699,3503,130.37838577917393,4601.989788523992,1840000,0.36,475,389.97243430275563,51.28567621903494
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.602880658436214,12150,241.81737073277097,2481.2113297809847,20000,1.2426470588235294,272,285.24239540169026,70.1158043909818
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.466802321199789,13269,232.57461656006873,2579.8172168330057,20000,0.9543973941368078,307,327.2974940419727,61.10648680198938
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.2631445423986808,15767,185.4254432670727,3235.801891198964,20000,0.2898832684824903,514,228.29178069706632,87.60718383698259
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.5582101478226129,12515,227.3757607393089,2638.8037055889727,20000,1.6506550218340612,229,338.8447161368887,59.024086985969916
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.5518977227327208,12515,207.16722161752253,2896.2110671529663,20000,1.6973684210526316,228,287.3633900535965,69.59828806400765
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.31169173924518345,15156,201.23442599189332,2981.597194627975,20000,0.3665987780040733,491,271.7097116528473,73.60796888096957
2,1200000,1.5761153054221002,7285,237.46525450365266,2526.685435535037,40000,2.459016393442623,183,329.459720910989,60.705448133987375
2,1200000,2.032525510204082,6272,206.3270063252558,2908.005164647009,40000,3.6933333333333334,150,287.56887458800566,69.54855607601348
2,1200000,2.0244749723669666,6333,243.38945201796867,2465.184892054007,40000,2.35978835978836,189,338.52827598346164,59.079259899037424
2,1200000,1.9836477987421384,6360,206.57537158404685,2904.5088744080276,40000,2.8421052631578947,171,287.97250334461006,69.45107525098138
2,1200000,0.2652659641995684,15754,171.87406007482,3490.9281815930153,40000,0.25665399239543724,526,231.1052867656618,86.54064249200746
2,1200000,0.907381476295259,9998,202.41889680513177,2964.150133560004,40000,1.7522522522522523,222,279.12547571443497,71.65236332803033
3,1800000,2.621015567086731,5396,238.59845058784666,2514.6852317010053,60000,3.75,140,323.21930462203346,61.87749219802208
3,1800000,3.218074255405957,4902,205.58360706153923,2918.520637787995,60000,4.929133858267717,127,286.4340284702953,69.82410611899104
3,1800000,3.334731543624161,4768,243.21472026561545,2466.955944709014,60000,5.098360655737705,122,337.00605760621494,59.34611425700132
3,1800000,3.042259083728278,5064,206.41395447410798,2906.7802200129954,60000,4.115942028985507,138,280.96669286152104,71.18281457602279
4,2400000,3.1572646103896105,4928,239.17291192641198,2508.6452941820025,80000,3.7902097902097904,143,324.33155348866586,61.665292152029
3,1800000,1.9194889162561577,6496,203.49025418965547,2948.544157013006,60000,3.133720930232558,172,273.5031396323868,73.12530315696495
3,1800000,0.2624920936116382,15810,171.91871685638841,3490.0213948269957,60000,0.2383612662942272,537,226.04400246000094,88.47834838501876
4,2400000,4.2835639718378244,4119,244.04909432163655,2458.521723539976,80000,5.73394495412844,109,340.3803590958066,58.75779687502654
4,2400000,4.154045765510734,4239,206.63030868732415,2903.7366483729566,80000,3.962686567164179,134,285.0874086323272,70.15392260201043
5,3000000,4.009431737797689,4241,239.00948773670413,2510.360595647013,100000,4.4772727272727275,132,331.78236234579515,60.28047982597491
4,2400000,4.303654648025509,4077,206.62159570143527,2903.8590954790125,80000,5.923076923076923,117,281.3284298811059,71.09128646703903
4,2400000,2.517547033285094,5528,203.3665219181848,2950.338110425975,80000,3.1082802547770703,157,278.5264437096959,71.80646739900112
5,3000000,4.8256502704094775,3883,235.4929289167504,2547.847201866971,100000,5.608695652173913,115,298.413725523733,67.02104591502575
4,2400000,0.26387659628271587,15818,169.5856501637499,3538.0352018030244,80000,0.22768670309653916,549,220.5477121931709,90.68332562199794
5,3000000,4.609309234959149,4039,204.79197836037625,2929.802254970011,100000,3.914285714285714,140,283.5606509959027,70.53164791996824
6,3600000,3.93327239488117,4376,200.69566413420287,2989.6012083190144,120000,5.228813559322034,118,254.8073894716307,78.49065932299709
5,3000000,5.212975636463181,3653,205.10541839444753,2925.324960680038,100000,5.849557522123894,113,280.9188745419054,71.19493139296537
5,3000000,3.284,4750,201.6694151454686,2975.1660635659937,100000,3.0122699386503067,163,266.310447245113,75.1003207230242
6,3600000,5.767535070140281,3493,188.61214775297375,3181.1312640680117,120000,7.896907216494846,97,266.74653289053293,74.9775443499675
6,3600000,5.280985169491525,3776,202.49298750385125,2963.065572769963,120000,8.35483870967742,93,284.1752584996155,70.37910374603234
5,3000000,0.26469098277608916,15792,168.38171998190435,3563.3321720699896,100000,0.22627737226277372,548,224.3521637068121,89.14556325000012
6,3600000,5.058249868212968,3794,204.3559099900193,2936.0540638599778,120000,6.302752293577981,109,287.1651302536205,69.64633896300802
7,4200000,4.254415274463007,4190,194.71025463364003,3081.5017993219662,140000,5.625,112,332.821988392558,60.092183502041735
6,3600000,3.6361999099504727,4442,203.350168026421,2950.5753834540374,120000,4.609375,128,279.6830685332879,71.5095129100373
6,3600000,0.2584559285804099,15906,184.34592335407436,3254.750574806996,120000,0.24858757062146894,531,253.90806466332037,78.76866781100398
7,4200000,5.889934416880525,3507,232.81704099115944,2577.130941299023,140000,6.0092592592592595,108,329.0825114534666,60.77503150096163
8,4800000,5.104573415351698,3739,242.16351909335629,2477.664688084973,160000,5.129032258064516,124,346.5454275336942,57.71249138197163
7,4200000,3.5716148663334057,4601,233.65636191663486,2567.8735861430177,140000,4.345070422535211,142,315.198158334381,63.452147390984464
9,5400000,4.740884783665532,4114,248.77226283650378,2411.8444442269974,180000,0.8016997167138811,353,332.90223229967376,60.077698673994746
8,4800000,5.970436280137773,3484,240.26207889292783,2497.2729894149816,160000,8.935483870967742,93,335.5347009380504,59.60635351302335
7,4200000,0.27028232744885605,15691,196.9243281522907,3046.8556405889685,140000,0.3025540275049116,509,279.0536459791434,71.67080698703649
8,4800000,3.785424187725632,4432,243.7500747011719,2461.537707159994,160000,4.849206349206349,126,374.90760051643224,53.346477832004894
9,5400000,3.765848214285714,4480,188.6012226743598,3181.3155370469904,180000,4.546153846153846,130,277.3540849018356,72.10998895898229
8,4800000,0.2752593161736458,15618,155.31412735040354,3863.138596827979,160000,0.26145038167938933,524,199.03577401512655,100.48444858199218
10,6000000,4.600205814252637,3887,191.62986376822778,3131.035988866992,200000,5.8,115,277.6591918584676,72.03075059800176
9,5400000,0.27323242000383213,15657,151.90525394648327,3949.8304661100265,180000,0.2602996254681648,534,206.84131403224586,96.69248183601303
11,6600000,4.596104561763198,3902,199.25817084233395,3011.16886431101,220000,4.841269841269841,126,300.8250321002625,66.48382902302546
10,6000000,0.26389241309312356,15764,152.0105068038119,3947.0955831650062,200000,0.2849056603773585,530,186.89108292188112,107.01420146599412
12,7200000,4.91864764923402,3786,183.01133501933407,3278.485455212998,240000,4.958677685950414,121,254.50436961404617,78.584112446988
11,6600000,0.2596050722351902,15851,149.5675489753053,4011.565370366967,220000,0.2739463601532567,522,253.40301823155627,78.92565818503499
13,7800000,5.161837069436851,3658,200.2464710460282,2996.307484799996,260000,5.95575221238938,113,335.8894883301518,59.54339357098797
14,8400000,5.369661674986134,3606,263.75131084847925,2274.870210388035,280000,6.0,118,352.9742666038419,56.66135435999604
12,7200000,0.2688904449678528,15709,211.1262098739163,2841.9020090320264,240000,0.29549902152641877,511,275.70394959411794,72.54157957999269
15,9000000,5.195135282864171,3659,271.6586923829515,2208.653788093012,300000,4.768,125,378.1507855348324,52.888955319009256
13,7800000,0.2679048467116143,15722,227.66324293879543,2635.471551115974,260000,0.26325757575757575,528,283.06343439161674,70.65554066700861
16,9600000,4.466587112171838,4190,284.64534375016626,2107.8862281570327,320000,5.290322580645161,124,376.18865736533667,53.16481400601333
14,8400000,0.25849270256668344,15896,230.9113477633396,2598.399800666957,280000,0.22365988909426987,541,286.01138287792253,69.92728680500295
17,10200000,4.255404135338346,4256,286.27286862131956,2095.9024265540065,340000,4.470149253731344,134,377.04512897128666,53.04404821398202
15,9000000,0.26618066561014264,15775,228.97440062170048,2620.3802624699892,300000,0.27884615384615385,520,288.6893882725903,69.27861158899032
18,10800000,4.817618186515112,3871,285.111942132937,2104.436578529014,360000,6.8061224489795915,98,374.8319885611731,53.35723900399171
19,11400000,1.2601553829078802,9010,286.83697618648927,2091.780522779969,380000,2.866279069767442,172,374.2375943388247,53.44198525894899
16,9600000,0.26942939113802994,15685,233.78992375243223,2566.406585749006,320000,0.30495049504950494,505,287.99363813861856,69.44597849197453
20,12000000,4.566859733064719,3971,289.97304836159344,2069.1578179079806,400000,4.542635658914729,129,377.3281998825476,53.00425466801971
17,10200000,0.2684819951647792,15718,235.4281300765556,2548.5484670200385,340000,0.28460038986354774,513,292.34128315682034,68.41319085704163
21,12600000,5.611798561151079,3475,289.51815306088827,2072.4089099650155,420000,5.2727272727272725,121,367.5685105136995,54.41162512003211
18,10800000,0.26803273488549134,15763,234.60787907496413,2557.458864407032,360000,0.25946969696969696,528,291.95818490481787,68.50296047196025
22,13200000,5.957168352171327,3362,289.76725856297617,2070.627313021978,440000,5.7105263157894735,114,369.6595917278064,54.1038307879935
19,11400000,0.26770249617931735,15704,235.28564095028247,2550.0918695110013,380000,0.2622641509433962,530,290.04387611721313,68.95508454699302
23,13800000,5.680415344678396,3467,289.371220163978,2073.4612089619623,460000,7.0,99,374.3825881763331,53.421287825971376
20,12000000,0.2663489037178265,15735,253.8652192935481,2363.458852968004,400000,0.25280898876404495,534,324.83762840972275,61.569221822952386
21,12600000,0.2577967806841046,15904,265.1257107381319,2263.0773844209616,420000,0.2624521072796935,522,326.4063458531974,61.27331853099167
22,13200000,0.26909854851031323,15708,267.40521481768684,2243.785710795026,440000,0.22385321100917432,545,325.56656821364714,61.43136904301355
23,13800000,0.2767736540811732,15547,264.52298524057085,2268.233890731004,460000,0.26666666666666666,525,327.2257722890942,61.11988019797718
24,14400000,0.2672594474436329,15745,262.5217799567867,2285.5246528450516,480000,0.24812030075187969,532,328.1338449336572,60.95073796500219
25,15000000,0.2572021637941879,15898,264.9106643266493,2264.9144817370106,500000,0.23475046210720887,541,327.7294537618552,61.02594615903217
26,15600000,0.26495401205201397,15765,267.0442926967256,2246.818285988993,520000,0.32661290322580644,496,315.26953308504585,63.43778228200972
27,16200000,0.25750911147417366,15914,264.2918572690081,2270.2175019690185,540000,0.2992125984251969,508,329.4977475252402,60.69844225101406
28,16800000,0.26602645637242434,15724,263.6734762649955,2275.541736314015,560000,0.2679245283018868,530,294.1586462419651,67.99052231002133
29,17400000,0.2603733131542439,15858,258.94604711728203,2317.0849938800093,580000,0.297244094488189,508,325.72945213689974,61.40064973797416
30,18000000,0.26770601336302896,15715,246.5791715440546,2433.2955465900013,600000,0.2787524366471735,513,299.3062548469425,66.82118958799401
31,18600000,0.27075237306491684,15697,250.01835732338927,2399.8237826349796,620000,0.2718631178707224,526,311.12983892380487,64.28184474102454
32,19200000,0.26813800101471336,15768,258.67748105482315,2319.490655132977,640000,0.2667946257197697,521,315.81438487332474,63.328337650047615
33,19800000,0.26246835443037975,15800,260.6740298563259,2301.7252632749733,660000,0.28294573643410853,516,323.0127798689379,61.91705482400721
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.6354096140825999,11816,233.02425113813698,2574.8393013580353,20000,1.5358649789029535,237,304.4541083946087,65.69134542299435
2,1200000,2.2821824381926685,5865,235.987943725842,2542.502767416998,40000,2.7797619047619047,168,302.1659445907279,66.18879578600172
3,1800000,3.7314439946018894,4446,239.4288807083251,2505.9633500560303,60000,4.086330935251799,139,297.1397815620371,67.30838898400543
4,2400000,4.941053183128111,3817,241.8877893123455,2480.488997421984,80000,4.744,125,300.73646605527153,66.50340832403162
