iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
12,7200000,0.9689080150618612,9295,115.68835866847125,5186.347242762975,240000,0.49539170506912444,434,340.9676873801367,58.65658459800761
27,16200000,4.967723342939482,5205,272.61082036798814,2200.939783644979,540000,22.246376811594203,69,381.17928108511717,52.46874893899076
21,12600000,6.188471177944862,3990,202.29861750708494,2965.9125079240184,420000,12.148148148148149,81,258.0148236825151,77.5149261369952
18,10800000,7.805396096440872,3484,182.50883462684837,3287.5120879859896,360000,10.032967032967033,91,231.94646089264646,86.22679528297158
28,16800000,4.5301558203483046,5455,273.20569473109015,2196.147487300972,560000,0.26127819548872183,532,355.5592268547268,56.249419194995426
22,13200000,8.639477977161501,3065,207.9796079903485,2884.8982157320133,440000,8.368421052631579,95,253.75832523533873,78.81514815898845
29,17400000,3.6507599280928256,6119,271.18801310904547,2212.487171248009,580000,6.712962962962963,108,368.52206736409454,54.27083415398374
13,7800000,0.4506834133727374,13535,114.13751544979208,5256.816723541997,260000,0.256120527306968,531,345.76276613440143,57.84312817599857
19,11400000,11.0754432289702,2651,181.5337814101954,3305.1699542590068,380000,0.28516377649325625,519,222.53838619915726,89.87213550700108
30,18000000,11.576296857251041,2641,274.4440749343622,2186.23776134901,600000,0.21543985637342908,557,350.8328257646534,57.007208366005216
23,13800000,6.759879253567508,3644,181.00560634543248,3314.814453067025,460000,15.23076923076923,78,119.73067740669741,167.04156723397318
31,18600000,4.612783351913786,5382,286.07659687740704,2097.3403855790384,620000,13.060240963855422,83,407.67509602702154,49.05867489799857
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,1,0,0,0.72439123959883,1.3804694829741493,20000,9.845238095238095,84,365.20881464381375,54.763190804980695
32,19200000,12.837991089509924,2469,317.52899505853327,1889.591216353001,640000,5.146341463414634,123,391.2454212781804,51.11880909599131
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.4625,13360,103.39813455231355,5802.812619375007,20000,0.9009287925696594,323,256.20341528646355,78.0629718680284
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.5472176046861394,12633,201.55125102171664,2976.9103240909753,20000,1.15625,288,267.5612585658716,74.74923726700945
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.6211435278336687,11928,165.89776208431164,3616.6853154720156,20000,1.5477178423236515,241,206.72161655723153,96.74846942996373
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,4.853010164190774,3837,161.44784937300915,3716.3703470199835,20000,5.736363636363636,110,193.23327780583006,103.50184102397179
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.6972630467306169,11363,204.05887136781934,2940.327935649955,20000,1.5232067510548524,237,274.6111020287678,72.83026742999209
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.36501747781661736,14876,160.9925838247262,3726.8797465430107,20000,0.44042553191489364,470,243.8508693503263,82.01734139100881
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.3012214342001576,15228,88.05922512507105,6813.5961808409775,20000,0.4185022026431718,454,233.9136901797274,85.50162234896561
2,1200000,2.208977556109726,6015,156.2189722656999,3840.7626890510437,40000,4.911290322580645,124,275.11198626649247,72.69766858004732
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.3144721075755558,15022,84.42650578911987,7106.772859920049,20000,0.4065934065934066,455,266.247886572827,75.11796716001118
2,1200000,2.345868552699672,5797,110.76623869749602,5416.812984312011,40000,2.6648351648351647,182,106.93800365149087,187.02425066003343
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.6311234350054618,11901,72.48701004652042,8277.345135562005,20000,1.3169811320754716,265,107.52661898431619,186.00045448204037
2,1200000,1.4713476485311554,7591,84.14236311633907,7130.771917712991,40000,2.443820224719101,178,307.25180824808183,65.09318891901057
2,1200000,2.433955618175414,5678,90.57730819073579,6624.175657070009,40000,3.6122448979591835,147,91.67882269058065,218.1528886720189
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.6562258645842273,11653,85.43196336361174,7023.132518286002,20000,1.7260869565217392,230,288.485180586274,69.32765128300525
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.6486902927580893,11682,68.63949525102183,8741.323021180986,20000,1.746606334841629,221,227.387505676905,87.95558023499325
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.5666212643217691,12481,123.45171101354487,4860.1999524669955,20000,1.5714285714285714,245,233.4438445312725,85.67370898195077
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.6884558245215415,11443,67.35968506628274,8907.40506594698,20000,1.3283018867924528,265,230.33087875344037,86.83160550700268
2,1200000,0.6544488943061118,11486,89.2858600114785,6719.989032113983,40000,0.6081424936386769,393,257.8739299226167,77.55727772094542
3,1800000,3.175551102204409,4990,136.36520334461818,4399.949439327989,60000,5.592920353982301,113,227.573739932607,87.88360206200741
2,1200000,0.616615594143684,11748,88.23737581878747,6799.83957401698,40000,0.6307692307692307,390,258.2933712915408,77.4313328290009
3,1800000,3.9455216989843027,4332,117.32240186189233,5114.112824814976,60000,4.071428571428571,140,174.98137904730356,114.29787620197749
2,1200000,2.031013853904282,6352,140.41959953098478,4272.907784982002,40000,2.933734939759036,166,231.61190237430586,86.35134807397844
3,1800000,2.3165716260584066,5787,86.11808476807367,6967.177702753979,60000,2.477777777777778,180,255.00305166630065,78.4304339470109
2,1200000,2.148099606815203,6104,76.01174673586173,7893.516801883001,40000,3.439189189189189,148,232.42543492738113,86.04910218302393
2,1200000,2.2182153639718214,5962,85.60171129049164,7009.205668376002,40000,3.3205128205128207,156,260.0032681496453,76.92211002705153
4,2400000,4.280151946818614,4212,145.2677729188574,4130.303562477988,80000,6.553398058252427,103,232.1546998152764,86.14945127500687
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.6436996181586763,11785,100.18577552006899,5988.874137923995,20000,1.3396226415094339,265,142.57381600677417,140.2782120880438
3,1800000,0.951914050276416,9587,85.18463330111189,7043.523893319012,60000,0.8461538461538461,338,260.76477463323664,76.69747583096614
2,1200000,2.0468306527909177,6342,70.14514569755248,8553.692404988979,40000,0.2815533980582524,515,100.35948900078539,199.2835973870242
4,2400000,5.237510237510238,3663,94.53303590275608,6346.987529493985,80000,6.761904761904762,105,173.90330874458823,115.00643745297566
2,1200000,2.234700739744452,5948,67.30806716668621,8914.236067931051,40000,2.8982035928143715,167,227.28902882672034,87.99368849099847
3,1800000,3.4074550128534704,4668,109.26217680894172,5491.378787457012,60000,4.583941605839416,137,233.2159832566692,85.75741559697781
3,1800000,0.7632366697848456,10690,80.63765941360747,7440.692157524987,60000,0.7777777777777778,351,111.97764183472428,178.60708327399334
5,3000000,4.871531346351491,3892,109.61611421686047,5473.64777785301,100000,6.125,112,231.86521016016889,86.25701107201166
4,2400000,3.1155427631578947,4864,71.36085998435799,8407.970421481994,80000,3.7315436241610738,149,258.29850801416956,77.42979297001148
2,1200000,2.3039066463723996,5913,85.10173349523492,7050.3851726310095,40000,2.0682926829268293,205,141.42726197224383,141.4154507489875
3,1800000,3.4426053310404128,4652,69.6689033830013,8612.163689466019,60000,5.495652173913044,115,253.92309367023498,78.76400571101112
4,2400000,4.473346495557749,4052,157.11862695014415,3818.770642581978,80000,5.782608695652174,115,261.67741695175283,76.42998097802047
3,1800000,3.1897456600726684,4954,71.8038967592099,8356.092455707025,60000,2.808988764044944,178,261.03233230502474,76.61886105599115
5,3000000,6.413824884792627,3255,126.59780748531392,4739.41857223399,100000,6.009009009009009,111,189.1435640275776,105.73978608695325
3,1800000,0.33047933661430595,14833,83.70436653853349,7168.084830123989,60000,0.2767175572519084,524,303.81022466592174,65.83056913898326
4,2400000,1.171121746235555,8567,71.97421098285554,8336.319242776022,80000,1.3056603773584905,265,266.52641906836175,75.03946539299795
3,1800000,3.6503174950733523,4567,86.13743811789989,6965.612318057974,60000,6.69811320754717,106,311.2333608600477,64.26046341797337
3,1800000,4.017188603720273,4247,126.80265033883329,4731.762296740024,60000,6.792079207920792,101,179.27858965325564,111.55821807100438
4,2400000,0.8891796678409662,9935,78.23561840847884,7669.14114319795,80000,1.0096463022508038,311,263.3239322319696,75.95207860704977
5,3000000,3.802018811654049,4359,89.0759390388027,6735.82570640801,100000,4.407692307692308,130,268.38233523723864,74.52055286098039
4,2400000,4.527770859277709,4015,94.16247230167598,6371.965235552983,80000,5.672413793103448,116,315.8662179702478,63.317945579998195
4,2400000,4.2227283625029965,4171,90.58271020624618,6623.780615901982,80000,4.604651162790698,129,263.5048679859114,75.89992607297609
4,2400000,0.2624253209609762,15734,97.60322422406277,6147.337905791006,80000,0.27724665391969405,523,303.1263527441009,65.97908700100379
4,2400000,4.840991223541559,3874,136.77985334395706,4386.610932321986,80000,5.088,125,177.7371256239563,112.52573107497301
5,3000000,1.3922074571023093,7751,91.57327339032076,6552.13008977595,100000,1.1695501730103806,289,265.89721871926463,75.2170334700495
4,2400000,4.293086893903024,4166,97.94514921367045,6125.877644956985,80000,4.901639344262295,122,311.8780029664238,64.127639044018
5,3000000,0.9536687631027254,9540,90.71522751619875,6614.104560260952,100000,0.9329073482428115,313,289.8497976384865,69.0012556950096
6,3600000,4.490773067331671,4010,92.45920443800985,6489.34850399103,120000,5.305084745762712,118,291.2970071211415,68.6584465719643
5,3000000,5.150968783638321,3716,95.76289488638301,6265.474751069967,100000,4.888,125,301.9416994136496,66.23795268702088
5,3000000,4.5541605120630235,4062,94.45653586005876,6352.127934152959,100000,6.2272727272727275,110,288.279452426434,69.37712636700599
5,3000000,0.2635328541441384,15721,97.09670824328565,6179.406190543959,100000,0.272552783109405,521,294.8756717368716,67.8251952159917
6,3600000,1.5229059365681756,7378,95.9604170188946,6252.578080000007,120000,1.670995670995671,231,312.81814325640545,63.93491052597528
5,3000000,0.8714339693935387,10586,96.14995500965202,6240.2525299129775,100000,0.43073593073593075,462,299.75178095625415,66.72187213099096
6,3600000,1.0518867924528301,9116,100.27506777301504,5983.541206455964,120000,1.040677966101695,295,318.67897603306335,62.75908203597646
7,4200000,5.13948380010983,3642,101.71299926918894,5898.951012270001,140000,6.596153846153846,104,319.2709862134629,62.64271062397165
6,3600000,5.800854700854701,3510,100.82128975842774,5951.124027847953,120000,7.946236559139785,93,303.1548946577056,65.97287509602029
6,3600000,5.18586870551015,3793,103.2829751138919,5809.282694833004,120000,6.371681415929204,113,315.1553721979499,63.4607617839938
6,3600000,0.25813968134013476,15879,102.79283351313735,5836.982788525987,120000,0.29563492063492064,504,291.8268857345813,68.53378142201109
7,4200000,1.738334060183166,6879,104.90776367983733,5719.30979132402,140000,1.040133779264214,299,341.2833772749862,58.602326781023294
6,3600000,1.0803208438633116,9101,101.91452273814888,5887.286560146022,120000,1.6744186046511629,215,300.4377384172129,66.56953319301829
7,4200000,1.1463834672789897,8710,106.41574272405194,5638.263518546009,140000,1.296028880866426,277,351.1469006989182,56.95621963398298
8,4800000,5.402050429481851,3609,107.44376511715271,5584.316589666996,160000,6.775700934579439,107,354.4115210880963,56.43157405999955
7,4200000,6.2710897628339834,3331,103.84320629892531,5777.941777653003,140000,8.307692307692308,91,308.5927004501019,64.81034700700548
7,4200000,0.270528,15625,104.76431705418355,5727.14085168601,140000,0.28460038986354774,513,291.8000047134153,68.54009484901326
8,4800000,1.7822652757078987,6710,110.17963374172041,5445.652518744988,160000,1.9099526066350712,211,335.42417796512916,59.62599393201526
7,4200000,1.086333797493535,5027,104.92173107171351,5718.548425300978,140000,1.0,1,308.0757697070723,64.919094478013
8,4800000,1.2267622461170848,8370,110.41035323020934,5434.27298660099,160000,1.2391304347826086,276,342.60215002245417,58.37674982100725
9,5400000,4.603936629860778,4166,111.16462209171247,5397.400618201995,180000,7.46875,96,348.0125479399687,57.46919218398398
8,4800000,0.2648032599006749,15706,112.67007009853536,5325.28292096802,160000,0.23853211009174313,545,355.4604479008689,56.265050354006235
9,5400000,1.9594107506660399,6381,112.97214693318419,5311.043618166004,180000,1.6536796536796536,231,348.12552363240326,57.45054195198463
8,4800000,0.35832780358327804,1507,113.12422761901028,5303.903616657015,160000,0.0,1,380.38649762395,52.57810181204695
9,5400000,1.2982326041280434,8091,114.87833094486903,5222.917107735004,180000,1.4291338582677164,254,352.1802722106619,56.78909802203998
10,6000000,5.887799250072108,3467,114.69469407927339,5231.279483471997,200000,6.095652173913043,115,351.2079293032817,56.94632248103153
9,5400000,0.2665985699693565,15664,119.2406775223384,5031.839909561037,180000,0.27915869980879543,523,360.891543194965,55.41831161500886
10,6000000,2.153680371352785,6032,116.31374901441922,5158.461532571004,200000,2.12,200,372.20258160846504,53.73417861200869
9,5400000,0.4073053066850448,1451,119.56897248440308,5018.024220942985,180000,0.0,1,373.5585364981316,53.53913254797226
10,6000000,1.3631872308082087,7894,118.51308867876628,5062.731945383013,200000,1.1366666666666667,300,351.4103062700336,56.91352713096421
10,6000000,0.2663182049974503,15688,122.33161080903082,4904.701213627006,200000,0.27115384615384613,520,370.6929316049828,53.95301149500301
11,6600000,2.106306306306306,6105,120.16115412394612,4993.294250329025,220000,2.0886699507389164,203,372.12196587044014,53.745819474046584
10,6000000,0.37206178643384824,1489,121.35445319762094,4944.1943347799825,200000,0.0,0,361.7626948914623,55.284860165033024
11,6600000,1.4426293779404078,7652,113.49264987560592,5286.685971801984,220000,1.361216730038023,263,297.1611573379378,67.30354727100348
11,6600000,0.2660136123656256,15721,110.6361607339194,5423.181679658999,220000,0.2884990253411306,513,343.60760927408427,58.205928682000376
11,6600000,0.4175531914893617,1504,107.71743443220586,5570.1289504590095,220000,0.0,1,362.0398361934072,55.242539633996785
12,7200000,2.3361621059923796,5774,101.73162851206718,5897.870787833002,240000,2.3299492385786804,197,296.2309690511642,67.51488564501051
12,7200000,1.470030299038335,7591,100.60719684163593,5963.788067214016,240000,1.7292576419213974,229,293.4525850135174,68.15411082195351
12,7200000,0.2666070516096065,15656,103.52452500906664,5795.728113193007,240000,0.26037735849056604,530,308.42352604530186,64.84589634404983
12,7200000,0.3750828363154407,1509,101.62568066381563,5904.019496654975,240000,0.0,1,323.2871022058407,61.864515669003595
13,7800000,2.29095270733379,5836,98.02699991513046,6120.7626523250365,260000,2.020100502512563,199,299.8954800061423,66.68990142695839
13,7800000,1.5148342059336823,7449,98.11959801708848,6114.9863240930135,260000,1.7695652173913043,230,298.6133126065716,66.97625040699495
13,7800000,0.26354226201816217,15747,103.50623319259125,5796.752345180954,260000,0.312625250501002,499,319.0436082027877,62.68735522602219
13,7800000,0.3522727272727273,1496,102.69205720352306,5842.710880851024,260000,0.0,1,326.14981475332627,61.321512677008286
14,8400000,2.44644128113879,5620,99.46216596191687,6032.4445400649565,280000,2.5543478260869565,184,298.2299928928052,67.0623360380414
14,8400000,1.6588384193503023,7111,98.57823598866118,6086.536180957977,280000,1.9,220,289.9200086380058,68.98454540601233
14,8400000,0.27000384073742156,15622,99.76682051524428,6014.023468937958,280000,0.2706333973128599,521,293.5111728085626,68.1405065729632
14,8400000,0.3478835978835979,1512,98.17276537530294,6111.674635081028,280000,0.0,0,358.0117118089646,55.86409421899589
15,9000000,2.433707065314113,5619,90.655048734434,6618.495145898021,300000,3.066265060240964,166,253.24980273688465,78.97340801003156
15,9000000,1.6430457134917327,7197,88.09328159921239,6810.962074608018,300000,1.5925925925925926,243,267.12785086261806,74.87051588000031
15,9000000,0.27204514846405436,15593,99.22017597978578,6047.157184262993,300000,0.24581005586592178,537,307.7585526163835,64.98600877204444
15,9000000,0.3989290495314592,1494,100.47459114174046,5971.659035203978,300000,0.0,1,328.81003591256086,60.825394043989945
16,9600000,2.454012784090909,5632,93.60618961165882,6409.832538737042,320000,2.6342857142857143,175,285.9646085845283,69.93872458202532
16,9600000,1.6925470230519022,7071,95.1855666554664,6303.476683305984,320000,2.1067961165048543,206,293.26559331622707,68.19756717397831
16,9600000,0.2654799745708837,15730,101.36970179732074,5918.928332251031,320000,0.28125,512,302.90757367493046,66.02674128400395
16,9600000,0.3449430676490288,1493,101.06356104540765,5936.85789213801,320000,0.0,1,317.9262128004084,62.9076785579673
17,10200000,2.6726558113419427,5343,96.06139531634561,6246.005463736015,340000,3.1533742331288344,163,285.276087058903,70.10752357897582
17,10200000,1.6819464033850493,7090,94.26979727899683,6364.710833357007,340000,1.9285714285714286,224,241.36482342969342,82.86211601097602
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.6311870716642694,11819,183.83952187316834,3263.7160599990166,20000,1.2214285714285715,280,250.01044137976862,79.9966588980169
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.654916353704336,11716,178.68461457463906,3357.871641205973,20000,1.5510204081632653,245,248.34946278051342,80.53168215497863
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.6161759785881565,11956,164.3779487509377,3650.1246338650235,20000,1.3423076923076922,260,243.0483992422784,82.28813710500253
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.6463819994886219,11733,169.14716877762862,3547.206875149044,20000,1.7644444444444445,225,249.22191876770358,80.24976333900122
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.28458344147417597,15412,167.15947865603542,3589.386643366015,20000,0.31496062992125984,508,247.5647860880306,80.78693386097439
18,10800000,2.7455169782525752,5242,85.09978787749574,7050.546364037029,360000,2.5783783783783782,185,235.93744218632784,84.76823269197484
2,1200000,2.060412338181237,6257,170.71665997780522,3514.595471104025,40000,2.697802197802198,182,250.10815674939565,79.96540480700787
2,1200000,1.954889541171018,6473,169.7544084915545,3534.5179269959917,40000,2.8705882352941177,170,248.92135596163772,80.34666179097258
2,1200000,2.3724577731816616,5802,165.6004612165441,3623.1783147960086,40000,3.3647798742138364,159,227.39458346929396,87.95284256496234
2,1200000,2.177283950617284,6075,147.60756595452065,4064.832287694968,40000,3.6802721088435373,147,199.05965614639933,100.4723929860047
2,1200000,0.272234273318872,15674,160.41461177187392,3740.307652604999,40000,0.26806083650190116,526,222.78561408784728,89.7724033119739
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.34863447524347885,14683,83.66823758621786,7171.180095453979,20000,0.571078431372549,408,221.05505304292194,90.4751993889804
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.26611675126903556,15760,78.3855349037011,7654.473503779969,20000,0.21636363636363637,550,191.5598459476734,104.40601422003238
18,10800000,1.759855072463768,6900,78.40633168100754,7652.443203707982,360000,1.569672131147541,244,201.4553925002767,99.27756091201445
3,1800000,3.1965883087164553,4807,146.48242677017157,4096.054477178957,60000,4.7063492063492065,126,225.83438445708452,88.56047341099475
3,1800000,2.561479088134985,5571,143.46289561348382,4182.266065620992,60000,3.86013986013986,143,227.42386801969894,87.94151719496585
3,1800000,3.6811529933481153,4510,138.9604108436156,4317.776526116009,60000,5.040983606557377,122,224.0037519550197,89.28421879297821
3,1800000,0.27228731533367295,15704,138.70514550022955,4325.72272525396,60000,0.29206963249516443,517,222.860756289173,89.74213465402136
3,1800000,3.282489322757779,4917,124.55868330118038,4817.006603620015,60000,4.392592592592592,135,195.6692741787178,102.2132886420004
19,11400000,2.711162255466053,5214,71.24290283726452,8421.891530312016,380000,3.2051282051282053,156,196.3033934833373,101.88310882000951
4,2400000,3.4173325138291335,4881,139.90045791796348,4288.763660458033,80000,3.962962962962963,135,227.3385249473821,87.97453051403863
4,2400000,3.4997821350762526,4590,141.58593764450418,4237.708984252997,80000,3.664516129032258,155,228.6515357562487,87.46934471203713
2,1200000,0.9248425756652447,9846,75.71457275602793,7924.498259183951,40000,1.4484126984126984,252,222.74279906580603,89.7896591220051
4,2400000,5.256438059094606,3689,140.46602741270675,4271.495471550035,80000,7.639175257731959,97,230.24287131200538,86.86479579599109
4,2400000,0.27133855260645406,15711,137.98631689528517,4348.257229413022,80000,0.34496919917864477,487,219.57416021173916,91.08539903198835
2,1200000,0.28616841832100687,15414,70.91141264389425,8461.261419415008,40000,0.3653444676409186,479,197.22398195577128,101.40754588600248
19,11400000,1.7715202801283922,6854,70.89211679371125,8463.564457328,380000,1.821917808219178,219,202.63150639585038,98.70133404096123
4,2400000,5.175737882480369,3693,123.61868778581749,4853.635083390982,80000,4.340740740740741,135,199.12827441871002,100.43777087097988
5,3000000,4.7510697206141455,3973,139.8366547280587,4290.720492182998,100000,5.291666666666667,120,224.96690540289197,88.90196522098267
5,3000000,3.721130492382424,4529,142.64146158712407,4206.350617302989,100000,0.3995726495726496,468,223.96584950521984,89.29932864400325
5,3000000,6.206088280060883,3285,140.43829530375336,4272.338956423977,100000,6.514285714285714,105,225.8216034332815,88.56548574595945
5,3000000,0.2794818919963913,15518,136.51450336858676,4395.137404411973,100000,0.28125,512,208.2355519722166,96.04507880896563
20,12000000,2.7990384615384616,5200,71.01336057819633,8449.114295039035,400000,3.186335403726708,161,207.70158271253533,96.29199613601668
6,3600000,5.7817766352470725,3501,141.43988750779474,4242.084821843018,120000,7.714285714285714,91,230.27855298935748,86.85133609001059
6,3600000,4.676085281274082,3893,141.0507747350196,4253.787340956973,120000,5.218487394957983,119,235.22032864818408,85.0266646379605
3,1800000,1.5400981996726677,7332,75.50135790962467,7946.876938534027,60000,1.5284552845528456,246,227.16000953387288,88.0436659649713
6,3600000,0.2934995431405822,15322,143.15566807411366,4191.241660717002,120000,0.27514231499051234,527,220.84752314017769,90.56021872296697
3,1800000,0.37811331404783743,14173,71.54100498905873,8386.798593223037,60000,0.47586206896551725,435,198.51846871805287,100.74629392998759
20,12000000,1.7247255921432698,6924,71.69043200692211,8369.317678851017,400000,1.7161016949152543,236,198.52569351209425,100.74262754700612
7,4200000,4.710358869941461,3929,154.02294206896542,3895.523562530987,140000,4.113475177304965,141,241.73004946649456,82.73692097503226
7,4200000,0.2899604127457979,15409,159.4800146804815,3762.226892204024,140000,0.32193158953722334,497,233.5038139155571,85.65170591702918
21,12600000,2.9269063611220862,5062,75.1869511139332,7980.108131939021,420000,3.0484848484848484,165,212.73783595361175,94.01242571801413
8,4800000,5.155418123151385,3719,166.23716990568414,3609.3010987880407,160000,6.485981308411215,107,247.27993175475999,80.87999643996591
4,2400000,1.9271687026441935,6467,80.16603941945354,7484.466045037028,80000,2.703488372093023,172,253.18788543418907,78.99272102100076
8,4800000,0.3115145090764542,15094,165.26646293460485,3630.500643300009,160000,0.3463114754098361,488,241.23716944697748,82.90596364502562
4,2400000,0.514513960294234,12643,77.33913296535574,7758.038873654965,80000,0.5785536159600998,401,224.488097443228,89.09158315201057
21,12600000,1.8317979197622585,6730,77.41685458116719,7750.250294280995,420000,1.641025641025641,234,243.52585485967484,82.12680337997153
9,5400000,4.269186448490435,4339,179.0822977493321,3350.414907227969,180000,5.3418803418803416,117,273.92579312190816,73.0124745540088
9,5400000,0.2960817495443895,15364,188.37391226508834,3185.1544239079813,180000,0.31547619047619047,504,262.82085828605375,76.09746094897855
10,6000000,5.669090909090909,3575,200.89619688623662,2986.6170156509615,200000,4.569230769230769,130,297.03077021379136,67.3330914019607
22,13200000,2.788183046920255,5179,85.74329478731428,6997.631727218977,440000,2.5081967213114753,183,286.10892888003644,69.90344578999793
5,3000000,2.5066475026949333,5566,88.44625099931758,6783.781033349049,100000,3.335483870967742,155,266.8316976671523,74.95361373800552
10,6000000,0.34803117309269893,14628,200.5173904641184,2992.2591682010097,200000,0.3619631901840491,489,266.159165831852,75.14300676999846
5,3000000,0.6132469525189669,11731,88.5507356295624,6775.776572992036,100000,0.45351473922902497,441,279.7248462537729,71.49883275601314
22,13200000,1.8064992614475628,6770,88.40377445462582,6787.040527414996,440000,1.7844036697247707,218,267.68918251872077,74.7135159210302
11,6600000,5.328199681359533,3766,206.34692889427234,2907.7243999469792,220000,2.6836158192090394,177,300.37480385949084,66.58348084799945
11,6600000,0.3355641181639965,14793,213.75141943713845,2806.9989035860053,220000,0.30019880715705766,503,302.99478646337826,66.00773641502019
23,13800000,2.695807482609513,5319,97.31968950676371,6165.2477832689765,460000,2.6467391304347827,184,346.7667910724077,57.67564978799783
6,3600000,2.9702380952380953,5040,98.53193199211347,6089.396481620031,120000,3.964788732394366,142,294.08642427078615,68.00721947499551
12,7200000,0.3583414228262377,14422,239.88987289052483,2501.1476840200485,240000,0.45045045045045046,444,313.1605779089186,63.86499901599018
6,3600000,0.6168731964012901,11782,102.28620394680671,5865.893706565024,120000,0.7527472527472527,364,320.05009771819283,62.49021682102466
23,13800000,1.8092339667458432,6736,101.56181080331163,5907.732397189946,460000,1.9672897196261683,214,320.141379770733,62.4723989579943
13,7800000,0.39368556701030927,13968,245.40571174614135,2444.930868686002,260000,0.39869281045751637,459,338.50298779206184,59.08367347199237
14,8400000,0.39647168059424326,14001,237.805890769656,2523.066178294015,280000,0.3619246861924686,478,280.71852012535527,71.24574463797035
24,14400000,2.780022874571102,5246,103.25989606698609,5810.581095401954,480000,3.108433734939759,166,205.40593961229288,97.36816782294773
7,4200000,3.2939936775553216,4745,102.60454257367304,5847.694312064035,140000,4.062937062937063,143,275.64829088781323,72.55622712400509
15,9000000,0.3993401706949724,13943,202.8006740218538,2958.5700486150454,300000,0.4282560706401766,453,280.0023724730168,71.42796621099114
7,4200000,0.6964382083108472,11118,91.36872594441385,6566.798363424954,140000,0.7092391304347826,368,212.37800424417426,94.17171081900597
24,14400000,1.9027461690183585,6591,90.64478755321691,6619.244373513968,480000,2.138755980861244,209,203.81801725175146,98.12675184302498
16,9600000,0.3794633424889077,14199,200.5644692502353,2991.5567909060046,320000,0.45308924485125857,437,301.69767950361876,66.29152744199382
8,4800000,3.5877443443883155,4553,89.1953285708092,6726.809684025997,160000,3.971223021582734,139,278.68877456774476,71.76464151102118
25,15000000,2.8284770784770785,5148,77.11940885222373,7780.142624663014,500000,3.2160493827160495,162,175.4395979712169,113.99934924201807
