iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
5,3000000,5.892347230154198,3502,90.21445921121214,6650.818563299996,100000,3.370860927152318,151,187.20210675004859,106.83640449999803
6,3600000,5.038304808475957,3681,90.50754386874331,6629.281652699996,120000,5.747747747747748,111,189.8585749265982,105.34156810000422
6,3600000,5.488508818813469,3742,90.30428103666965,6644.203277100001,120000,0.314,500,186.34574823058756,107.32737500000076
7,4200000,5.059947643979058,3820,90.47386628894651,6631.7493063,140000,6.036363636363636,110,187.1107225736168,106.88858299999993
7,4200000,6.7582518337408315,3272,90.46123870622749,6632.675039399997,140000,7.346534653465347,101,188.85468469300022,105.90152970000054
8,4800000,5.697607379648313,3469,90.78526905669293,6609.001727199997,160000,6.018518518518518,108,186.84271483013936,107.04190430000017
8,4800000,7.213191622381994,3199,90.34988949751407,6640.8492953000095,160000,10.623376623376624,77,187.36381976010887,106.74419440000202
9,5400000,6.091124962897002,3369,90.59705452565896,6622.731866299997,180000,5.362068965517241,116,188.21856737714597,106.25944229999732
iteration,train_step,train_episode_return,train_num_episodes,train_step_rate,train_duration,eval_step,eval_episode_return,eval_num_episodes,eval_step_rate,eval_duration
1,600000,0.6489025535912546,11709,223.4211199403975,2685.5115584420273,20000,1.5909090909090908,242,323.70169079898153,61.78528122801799
2,1200000,2.2421532230847117,5926,231.5454978569363,2591.283378658991,40000,2.911764705882353,170,335.491059565689,59.61410723102745
3,1800000,3.4559075342465753,4672,232.136393335499,2584.687352891022,60000,3.6875,144,335.3047797202108,59.64722607500153
4,2400000,4.386689336895798,4117,235.7860032079499,2544.6803111159825,80000,5.491379310344827,116,322.3442635880017,62.045465854986105
5,3000000,5.039405010438413,3832,230.3664851413888,2604.545533747005,100000,5.752212389380531,113,313.4500133316435,63.80602695600828
